id,basionym_s_lower,basionym_author_s_lower,lookup_basionym_id,bibliographic_reference_s_lower,bibliographic_type_info_s_lower,reference_collation_s_lower,collection_date_as_text_s_lower,collection_day_1_s_lower,collection_day_2_s_lower,collection_month_1_s_lower,collection_month_2_s_lower,collection_number_s_lower,collection_year_1_s_lower,collection_year_2_s_lower,collector_team_as_text_t,lookup_conserved_against_id,lookup_correction_of_id,date_created_date,date_last_modified_date,distribution_s_lower,east_or_west_s_lower,family_s_lower,taxon_scientific_name_s_lower,taxon_sci_name_suggestion,genus_s_lower,authors_t,geographic_unit_as_text_s_lower,hybrid_b,hybrid_genus_b,lookup_hybrid_parent_id,hybrid_parents_s_lower,infra_family_s_lower,infra_genus_s_lower,infraspecies_s_lower,lookup_isonym_of_id,lookup_later_homonym_of_id,latitude_degrees_s_lower,latitude_minutes_s_lower,latitude_seconds_s_lower,locality_s_lower,longitude_degrees_s_lower,longitude_minutes_s_lower,longitude_seconds_s_lower,name_status_s_lower,name_status_bot_code_type_s_lower,name_status_editor_type_s_lower,nomenclatural_synonym_s_lower,lookup_nomenclatural_synonym_id,north_or_south_s_lower,original_basionym_s_lower,original_basionym_author_team_s_lower,original_hybrid_parentage_s_lower,original_remarks_s_lower,original_replaced_synonym_s_lower,original_taxon_distribution_s_lower,lookup_orthographic_variant_of_id,other_links_s_lower,lookup_parent_id,publication_s_lower,lookup_publication_id,publication_year_i,publication_year_full_s_lower,publication_year_note_s_lower,publishing_author_s_lower,rank_s_alphanum,reference_t,reference_remarks_s_lower,remarks_s_lower,lookup_replaced_synonym_id,lookup_same_citation_as_id,score_s_lower,species_s_lower,species_author_s_lower,lookup_superfluous_name_of_id,suppressed_b,top_copy_b,lookup_type_id,type_locations_s_lower,type_name_s_lower,type_remarks_s_lower,type_chosen_by_s_lower,type_note_s_lower,detail_author_team_ids,detail_species_author_team_ids,page_as_text_s_lower,citation_type_s_lower,lookup_validation_of_id,version_s_lower,powo_b,sortable,family_taxon_name_sortable,rhakhis_pk,rhakhis_wfo,rhakhis_skip,rhakhis_rank,rhakhis_status,rhakhis_parent,rhakhis_accepted,rhakhis_basionym,IPNIPUB,label,refurl
urn:lsid:ipni.org:names:77367625-1,Apiaceae Chaerophyllum sylvestre L. f. subtuberculatum Thell.,(Thell.),77367066-1,,,11: 243,,,,,,,,,,,,16/08/2025 18:57,18/08/2025 15:41,,,Apiaceae,Anthriscus nitidus f. subtuberculatus,Anthriscus nitidus f. subtuberculatus,Anthriscus,(Thell.) Soó,,f,f,,,,,subtuberculatus,,,,,,,,,,"nom. inval.    Contrary to Art. 41.5., ICN (2025), no full and direct reference to basionym",,nom. inval.,,,,,,,,,,,null:,837945-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,12,nitidus,Garcke,,f,t,,,,,,,Soó@9897-1@1@aut$Thell.@10550-1@2@bas,Garcke@0-0@1@aut,,comb. nov.,,1.3,f,anthriscus~nitidussubtuberculatus,apiaceaeanthriscus~nitidussubtuberculatus,,wfo-1200114130,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367625-1,https://www.ipni.org/n/77367625-1
urn:lsid:ipni.org:names:77367626-1,Apiaceae Torilis anthriscus (L.) Gaertn. f. oligophylla Abrom.,(Abrom.),77367068-1,,,11: 243,,,,,,,,,,,,16/08/2025 19:04,18/08/2025 15:43,,,Apiaceae,Torilis japonica f. oligophylla,Torilis japonica f. oligophylla,Torilis,(Abrom.) Soó,,f,f,,,,,oligophylla,,,,,,,,,,,,,,,,,,,,,,,null:,849533-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,11,japonica,(Houtt.) DC.,,f,t,,,,,,,Abrom.@47-1@2@bas$Soó@9897-1@1@aut,Houtt.@0-0@2@bas$DC.@0-0@1@aut,,comb. nov.,,1.3,f,torilis~japonicaoligophylla,apiaceaetorilis~japonicaoligophylla,,wfo-1200114131,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367626-1,https://www.ipni.org/n/77367626-1
urn:lsid:ipni.org:names:77367627-1,Apiaceae Torilis anthriscus (L.) Gaertn. var. calcarea R.Uechtr.,(R.Uechtr.),77367184-1,,,11: 243,,,,,,,,,,,,16/08/2025 19:08,18/08/2025 15:44,,,Apiaceae,Torilis japonica f. calcarea,Torilis japonica f. calcarea,Torilis,(R.Uechtr.) Soó,,f,f,,,,,calcarea,,,,,,,,,,"nom. inval.    Contrary to Art. 41.5., ICN (2025), no full and direct reference to the basionym",,nom. inval.,,,,,,,,,,,null:,849533-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,12,japonica,(Houtt.) DC.,,f,t,,,,,,,R.Uechtr.@10952-1@2@bas$Soó@9897-1@1@aut,Houtt.@0-0@2@bas$DC.@0-0@1@aut,,comb. nov.,,1.3,f,torilis~japonicacalcarea,apiaceaetorilis~japonicacalcarea,,wfo-1200114132,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367627-1,https://www.ipni.org/n/77367627-1
urn:lsid:ipni.org:names:77367628-1,Apiaceae Torilis anthriscus (L.) Gaertn. var. roseiflora Murr,(Murr),77367185-1,,,11: 243,,,,,,,,,,,,16/08/2025 19:10,18/08/2025 15:46,,,Apiaceae,Torilis japonica f. roseiflora,Torilis japonica f. roseiflora,Torilis,(Murr) Soó,,f,f,,,,,roseiflora,,,,,,,,,,,,,,,,,,,,,,,null:,849533-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,11,japonica,(Houtt.) DC.,,f,t,,,,,,,Murr@6802-1@2@bas$Soó@9897-1@1@aut,DC.@0-0@1@aut$Houtt.@0-0@2@bas,,comb. nov.,,1.3,f,torilis~japonicaroseiflora,apiaceaetorilis~japonicaroseiflora,,wfo-1200114133,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367628-1,https://www.ipni.org/n/77367628-1
urn:lsid:ipni.org:names:77367629-1,Apiaceae Torilis anthriscus (L.) C.C.Gmel. f. parva Dvořák,(Dvořák),77367188-1,,,11: 243,,,,,,,,,,,,16/08/2025 19:14,18/08/2025 15:48,,,Apiaceae,Torilis japonica f. parva,Torilis japonica f. parva,Torilis,(Dvořák) Soó,,f,f,,,,,parva,,,,,,,,,,,,,,,,,,,,,,,null:,849533-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,11,japonica,(Houtt.) DC.,,f,t,,,,,,,Dvořák@34806-1@2@bas$Soó@9897-1@1@aut,DC.@0-0@1@aut$Houtt.@0-0@2@bas,,comb. nov.,,1.3,f,torilis~japonicaparva,apiaceaetorilis~japonicaparva,,wfo-1200114134,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367629-1,https://www.ipni.org/n/77367629-1
urn:lsid:ipni.org:names:77367630-1,Apiaceae Caucalis anthriscus (L.) Huds. var. flavescens Ten.,(Ten.),77367201-1,,,11: 243,,,,,,,,,,,,16/08/2025 19:17,18/08/2025 15:51,,,Apiaceae,Torilis japonica f. flavescens,Torilis japonica f. flavescens,Torilis,(Ten.) Soó,,f,f,,,,,flavescens,,,,,,,,,,"nom. inval.    Contrary to Art. 41.5., ICN (2025), no full and direct reference to basionym",,nom. inval.,,,,,,,,,,,null:,849533-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,12,japonica,(Houtt.) DC.,,f,t,,,,,,,Ten.@10507-1@2@bas$Soó@9897-1@1@aut,Houtt.@0-0@2@bas$DC.@0-0@1@aut,,comb. nov.,,1.3,f,torilis~japonicaflavescens,apiaceaetorilis~japonicaflavescens,,wfo-1200114135,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367630-1,https://www.ipni.org/n/77367630-1
urn:lsid:ipni.org:names:77367631-1,Apiaceae Torilis microcarpa Besser var. aculeata Boiss.,(Boiss.),77367202-1,,,11: 243,,,,,,,,,,,,16/08/2025 19:20,18/08/2025 15:52,,,Apiaceae,Torilis japonica var. aculeata,Torilis japonica var. aculeata,Torilis,(Boiss.) Soó,,f,f,,,,,aculeata,,,,,,,,,,,,,,,,,,,,,,,null:,849533-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,var.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,11,japonica,(Houtt.) DC.,,f,t,,,,,,,Soó@9897-1@1@aut$Boiss.@16284-1@2@bas,Houtt.@0-0@2@bas$DC.@0-0@1@aut,,comb. nov.,,1.3,f,torilis~japonicaaculeata,apiaceaetorilis~japonicaaculeata,,wfo-1200114136,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367631-1,https://www.ipni.org/n/77367631-1
urn:lsid:ipni.org:names:77367632-1,Apiaceae Orlaya adpressa Simonk.,(Simonk.),77367203-1,,,11: 243,,,,,,,,,,,,16/08/2025 19:23,18/08/2025 15:54,,,Apiaceae,Orlaya grandiflora f. adpressa,Orlaya grandiflora f. adpressa,Orlaya,(Simonk.) Soó,,f,f,,,,,adpressa,,,,,,,,,,,,,,,,,,,,,,,null:,845513-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,11,grandiflora,(L.) Hoffm.,,f,t,,,,,,,Simonk.@9674-1@2@bas$Soó@9897-1@1@aut,L.@0-0@2@bas$Hoffm.@0-0@1@aut,,comb. et stat. nov.,,1.3,f,orlaya~grandifloraadpressa,apiaceaeorlaya~grandifloraadpressa,,wfo-1200114137,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367632-1,https://www.ipni.org/n/77367632-1
urn:lsid:ipni.org:names:77367633-1,,,,,,7: 47,,,,,,,,,,,,16/08/2025 19:45,19/08/2025 12:08,,,Apiaceae,Carum petroselinum f. apetalum,Carum petroselinum f. apetalum,Carum,Waisb.,,f,f,,,,,apetalum,,,,,,,,,,,,,,,,,,,,,,,,839817-1,Magyar Bot. Lapok,urn:lsid:ipni.org:publications:706-2,1908,1908,,Waisb.,f.,Magyar Bot. Lapok 7: 47. 1908 ,,,,,8,petroselinum,(L.) Benth. & Hook.f.,,f,t,,,,,,,Waisb.@11319-1@1@aut,Benth.@0-0@1@aut$Hook.f.@0-0@2@aut$L.@0-0@3@bas,50306377,tax. nov.,,1.4,f,carum~petroselinumapetalum,apiaceaecarum~petroselinumapetalum,,wfo-1200114138,,,,,,,Magyar Bot. Lapok 7: 47 (1908),IPNI Record: 77367633-1,https://www.ipni.org/n/77367633-1
urn:lsid:ipni.org:names:77367634-1,,,,,,16: 186,,,,,,,,,,,,16/08/2025 20:00,19/08/2025 12:11,,,Apiaceae,Seseli varium var. grandivittatum,Seseli varium var. grandivittatum,Seseli,Sommier & Levier,,f,f,,,,,grandivittatum,,,,,,,,,,,,,,,,,,,,,,,,848764-1,Trudy Imp. S.-Peterburgsk. Bot. Sada,urn:lsid:ipni.org:publications:1410-2,1900,1900,,Sommier & Levier,var.,Trudy Imp. S.-Peterburgsk. Bot. Sada 16: 186. 1900 ,,,,,8,varium,Trevir.,,f,t,,,,,,,Levier@5530-1@2@aut$Sommier@9887-1@1@aut,Trevir.@0-0@1@aut,,tax. nov.,,1.3,f,seseli~variumgrandivittatum,apiaceaeseseli~variumgrandivittatum,,wfo-1200100175,,,,,,,Trudy Imp. S.-Peterburgsk. Bot. Sada 16: 186 (1900),IPNI Record: 77367634-1,https://www.ipni.org/n/77367634-1
urn:lsid:ipni.org:names:77367635-1,,,,,,33: 212,,,,,,,,,,,,16/08/2025 20:11,19/08/2025 12:17,,,Apiaceae,Hippomarathrum pelviforme var. coronense,Hippomarathrum pelviforme var. coronense,Hippomarathrum,Schur,,f,f,,,,,coronense,,,,,,,,,,,,,,,,,,,,,,,,843305-1,Verh. Naturf. Vereins Brünn,urn:lsid:ipni.org:publications:3734-2,1894,1894,,Schur,var.,Verh. Naturf. Vereins Brünn 33: 212. 1894 ,,,,,8,pelviforme,"G.Gaertn., B.Mey. & Scherb.",,f,t,,,,,,,Schur@9335-1@1@aut,Scherb.@0-0@3@aut$G.Gaertn.@0-0@1@aut$B.Mey.@0-0@2@aut,,tax. nov.,,1.3,f,hippomarathrum~pelviformecoronense,apiaceaehippomarathrum~pelviformecoronense,,wfo-1200114139,,,,,,,Verh. Naturf. Vereins Brünn 33: 212 (1894),IPNI Record: 77367635-1,https://www.ipni.org/n/77367635-1
urn:lsid:ipni.org:names:77367636-1,,,,,,3(4): 908,,,,,,,,,,,,16/08/2025 23:11,16/08/2025 23:11,,,Ranunculaceae,Ranunculus hololeucus var. glaber,Ranunculus hololeucus var. glaber,Ranunculus,Freyn,,f,f,,,,,glaber,,,,,,,,,,,,,,,,,,,,,,,,712913-1,Prodr. Fl. Hispan.,urn:lsid:ipni.org:publications:1047-2,1880,1880 [Apr-May 1880],[Apr-May 1880],Freyn,var.,Prodr. Fl. Hispan. 3(4): 908. 1880 [Apr-May 1880] ,,,,,8,hololeucus,J.Lloyd,,f,t,,,,,,,Freyn@2901-1@1@aut,J.Lloyd@5680-1@1@aut,,tax. nov.,,1.1,f,ranunculus~hololeucusglaber,ranunculaceaeranunculus~hololeucusglaber,,wfo-1200114140,,,,,,,Prodr. Fl. Hispan. 3(4): 908 (1880),IPNI Record: 77367636-1,https://www.ipni.org/n/77367636-1
urn:lsid:ipni.org:names:77367637-1,,,,,,4: 317,,,,,,,,,,,,17/08/2025 06:15,19/08/2025 12:34,,,Apiaceae,Athamanta libanotis var. nana,Athamanta libanotis var. nana,Athamanta,DC.,,f,f,,,,,nana,,,,,,,,,,,,,,,,,,,,,,,,838448-1,"Fl. Franç. [de Candolle & Lamarck], ed. 3.",urn:lsid:ipni.org:publications:3706-2,1805,1805 [17 Sep 1805],[17 Sep 1805],DC.,var.,"Fl. Franç. [de Candolle & Lamarck], ed. 3. 4: 317. 1805 [17 Sep 1805] ",,,,,8,libanotis,L.,,f,t,,,,,,,DC.@16855-1@1@aut,L.@0-0@1@aut,51629975,tax. nov.,,1.3,f,athamanta~libanotisnana,apiaceaeathamanta~libanotisnana,,wfo-1200114141,,,,,,,"Fl. Franç. [de Candolle & Lamarck], ed. 3. 4: 317 (1805)",IPNI Record: 77367637-1,https://www.ipni.org/n/77367637-1
urn:lsid:ipni.org:names:77367638-1,,,,,,2: 1078,,,,,,,,,,,,17/08/2025 08:17,20/08/2025 16:37,,,Apiaceae,Libanotis montana var. praecox,Libanotis montana var. praecox,Libanotis,Kern. ex Wohlf.,,f,f,,,,,praecox,,,,,,,,,,,,,,,,,,,,,,,,844255-1,"Syn. Deut. Schweiz. Fl., ed. 3 [Hallier & Brand]",urn:lsid:ipni.org:publications:9993-2,1902,1902,,Kern. ex Wohlf.,var.,"Syn. Deut. Schweiz. Fl., ed. 3 [Hallier & Brand] 2: 1078. 1902 ",,Name added via registration. Protologue not seen by the IPNI editors. If you have access to the protologue please email a copy to us via the 'contact us' link at the top of the page.,,,6,montana,Crantz,,f,t,,,,,,,Wohlf.@11808-1@2@autEx$Kern.@0-0@1@aut,Crantz@0-0@1@aut,,tax. nov.,,1.3,f,libanotis~montanapraecox,apiaceaelibanotis~montanapraecox,,wfo-1200114142,,,,,,,"Syn. Deut. Schweiz. Fl., ed. 3 [Hallier & Brand] 2: 1078 (1902)",IPNI Record: 77367638-1,https://www.ipni.org/n/77367638-1
urn:lsid:ipni.org:names:77367639-1,,,,,,49: 188,,,,,,,,,,,,17/08/2025 08:30,20/08/2025 16:05,,,Apiaceae,Libanotis montana f. planiflora,Libanotis montana f. planiflora,Libanotis,Waisb.,,f,f,,,,,planiflora,,,,,,,,,,,,,,,,,,,,,,,,844255-1,Oesterr. Bot. Z.,urn:lsid:ipni.org:publications:768-2,1899,1899,,Waisb.,f.,Oesterr. Bot. Z. 49: 188. 1899 ,,,,,8,montana,Crantz,,f,t,,,,,,,Waisb.@11319-1@1@aut,Crantz@0-0@1@aut,,tax. nov.,,1.3,f,libanotis~montanaplaniflora,apiaceaelibanotis~montanaplaniflora,,wfo-1200114143,,,,,,,Oesterr. Bot. Z. 49: 188 (1899),IPNI Record: 77367639-1,https://www.ipni.org/n/77367639-1
urn:lsid:ipni.org:names:77367640-1,,,,,,49: 188,,,,,,,,,,,,17/08/2025 08:34,20/08/2025 16:06,,,Apiaceae,Libanotis montana f. desinvolucrata,Libanotis montana f. desinvolucrata,Libanotis,Waisb.,,f,f,,,,,desinvolucrata,,,,,,,,,,,,,,,,,,,,,,,,844255-1,Oesterr. Bot. Z.,urn:lsid:ipni.org:publications:768-2,1899,1899,,Waisb.,f.,Oesterr. Bot. Z. 49: 188. 1899 ,,,,,8,montana,Crantz,,f,t,,,,,,,Waisb.@11319-1@1@aut,Crantz@0-0@1@aut,,tax. nov.,,1.3,f,libanotis~montanadesinvolucrata,apiaceaelibanotis~montanadesinvolucrata,,wfo-1200114144,,,,,,,Oesterr. Bot. Z. 49: 188 (1899),IPNI Record: 77367640-1,https://www.ipni.org/n/77367640-1
urn:lsid:ipni.org:names:77367641-1,,,,,,49: 188,,,,,,,,,,,,17/08/2025 08:36,20/08/2025 16:07,,,Apiaceae,Libanotis montana var. perpinnata,Libanotis montana var. perpinnata,Libanotis,Waisb.,,f,f,,,,,perpinnata,,,,,,,,,,,,,,,,,,,,,,,,844255-1,Oesterr. Bot. Z.,urn:lsid:ipni.org:publications:768-2,1899,1899,,Waisb.,var.,Oesterr. Bot. Z. 49: 188. 1899 ,,,,,8,montana,Crantz,,f,t,,,,,,,Waisb.@11319-1@1@aut,Crantz@0-0@1@aut,,tax. nov.,,1.3,f,libanotis~montanaperpinnata,apiaceaelibanotis~montanaperpinnata,,wfo-1200114145,,,,,,,Oesterr. Bot. Z. 49: 188 (1899),IPNI Record: 77367641-1,https://www.ipni.org/n/77367641-1
urn:lsid:ipni.org:names:77367642-1,Apiaceae Athamanta pubescens Retz.,(Retz.),838470-1,,,11: 243,,,,,,,,,,,,17/08/2025 08:43,18/08/2025 16:05,,,Apiaceae,Libanotis pyrenaica var. pubescens,Libanotis pyrenaica var. pubescens,Libanotis,(Retz.) Soó,,f,f,,,,,pubescens,,,,,,,,,,,,,,,,,,,,,,,null:,77089061-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,var.,Acta Bot. Acad. Sci. Hung. 11: 243. 1965 ,,,,,11,pyrenaica,(L.) O.Schwarz,,f,t,,,,,,,Soó@9897-1@1@aut$Retz.@8305-1@2@bas,O.Schwarz@0-0@1@aut$L.@0-0@2@bas,,comb. et stat. nov.,,1.3,f,libanotis~pyrenaicapubescens,apiaceaelibanotis~pyrenaicapubescens,,wfo-1200114146,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 243 (1965),IPNI Record: 77367642-1,https://www.ipni.org/n/77367642-1
urn:lsid:ipni.org:names:77367643-1,,,,,,1: 296,,,,,,,,,,,,17/08/2025 08:51,20/08/2025 16:38,,,Apiaceae,Libanotis montana var. minor,Libanotis montana var. minor,Libanotis,W.D.J.Koch,,f,f,,,,,minor,,,,,,,,,,,,,,,,,,,,,,,,844255-1,Syn. Fl. Germ. Helv.,urn:lsid:ipni.org:publications:5298-2,1835,1835,,W.D.J.Koch,var.,Syn. Fl. Germ. Helv. 1: 296. 1835 ,,,,,8,montana,Crantz,,f,t,,,,,,,W.D.J.Koch@21570-1@1@aut,Crantz@0-0@1@aut,,tax. nov.,,1.3,f,libanotis~montanaminor,apiaceaelibanotis~montanaminor,,wfo-1200114147,,,,,,,Syn. Fl. Germ. Helv. 1: 296 (1835),IPNI Record: 77367643-1,https://www.ipni.org/n/77367643-1
urn:lsid:ipni.org:names:77367644-1,,,,,,5(2): 1247,,,,,,,,,,,,17/08/2025 09:04,20/08/2025 17:04,,,Apiaceae,Seseli libanotis f. elatum,Seseli libanotis f. elatum,Seseli,Thell.,,f,f,,,,,elatum,,,,,,,,,,,,,,,,,,,,,,,,848608-1,Ill. Fl. Mitt.-Eur.,urn:lsid:ipni.org:publications:2283-2,1926,1926,,Thell.,f.,"Ill. Fl. Mitt.-Eur. 5(2): 1247. 1926 , under var. genuinum",", under var. genuinum",,,,8,libanotis,W.D.J.Koch,,f,t,,,,,,,Thell.@10550-1@1@aut,W.D.J.Koch@0-0@1@aut,,tax. nov.,,1.3,f,seseli~libanotiselatum,apiaceaeseseli~libanotiselatum,,wfo-1200114148,,,,,,,Ill. Fl. Mitt.-Eur. 5(2): 1247 (1926),IPNI Record: 77367644-1,https://www.ipni.org/n/77367644-1
urn:lsid:ipni.org:names:77367645-1,,,,,,33: 213,,,,,,,,,,,,17/08/2025 09:16,20/08/2025 16:52,,,Apiaceae,Libanotis montana var. decussata,Libanotis montana var. decussata,Libanotis,Schur,,f,f,,,,,decussata,,,,,,,,,,,,,,,,,,,,,,,,844255-1,Verh. Naturf. Vereins Brünn,urn:lsid:ipni.org:publications:3734-2,1894,1894,,Schur,var.,Verh. Naturf. Vereins Brünn 33: 213. 1894 ,,,,,8,montana,Crantz,,f,t,,,,,,,Schur@9335-1@1@aut,Crantz@0-0@1@aut,,tax. nov.,,1.3,f,libanotis~montanadecussata,apiaceaelibanotis~montanadecussata,,wfo-1200114149,,,,,,,Verh. Naturf. Vereins Brünn 33: 213 (1894),IPNI Record: 77367645-1,https://www.ipni.org/n/77367645-1
urn:lsid:ipni.org:names:77367646-1,,,,,,8: 115,,,,,,,,,,,,17/08/2025 09:27,20/08/2025 16:55,,,Apiaceae,Libanotis montana var. leiocarpa,Libanotis montana var. leiocarpa,Libanotis,Heuff.,,f,f,,,,,leiocarpa,,,,,,,,,,,,,,,,,,,,,,,,844255-1,Verh. K. K. Zool.-Bot. Ges. Wien,urn:lsid:ipni.org:publications:5616-2,1858,1858,,Heuff.,var.,Verh. K. K. Zool.-Bot. Ges. Wien 8: 115. 1858 ,,,,,8,montana,Crantz,,f,t,,,,,,,Heuff.@3911-1@1@aut,Crantz@0-0@1@aut,,tax. nov.,,1.3,f,libanotis~montanaleiocarpa,apiaceaelibanotis~montanaleiocarpa,,wfo-0001415953,,,,,,,Verh. K. K. Zool.-Bot. Ges. Wien 8: 115 (1858),IPNI Record: 77367646-1,https://www.ipni.org/n/77367646-1
urn:lsid:ipni.org:names:77367647-1,Apiaceae Ligusticum athamantoides Spreng.,(Spreng.),844370-1,,,11: 244,,,,,,,,,,,,17/08/2025 09:35,18/08/2025 16:08,,,Apiaceae,Libanotis pyrenaica subsp. athamantoides,Libanotis pyrenaica subsp. athamantoides,Libanotis,(Spreng.) Soó,,f,f,,,,,athamantoides,,,,,,,,,,"nom. inval.    Contrary to Art. 41.5., ICN (2025), no full and direct reference to basionym",,nom. inval.,,,,,,,,,,,null:,77089061-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 11: 244. 1965 ,,,,,12,pyrenaica,(L.) O.Schwarz,,f,t,,,,,,,Spreng.@9992-1@2@bas$Soó@9897-1@1@aut,L.@0-0@2@bas$O.Schwarz@0-0@1@aut,,comb. et stat. nov.,,1.3,f,libanotis~pyrenaicaathamantoides,apiaceaelibanotis~pyrenaicaathamantoides,,wfo-1200114150,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 244 (1965),IPNI Record: 77367647-1,https://www.ipni.org/n/77367647-1
urn:lsid:ipni.org:names:77367648-1,Apiaceae Libanotis humilis Schur,(Schur),844236-1,,,11: 244,,,,,,,,,,,,17/08/2025 09:38,18/08/2025 16:10,,,Apiaceae,Libanotis pyrenaica subsp. humilis,Libanotis pyrenaica subsp. humilis,Libanotis,(Schur) Soó,,f,f,,,,,humilis,,,,,,,,,,,,,,,,,,,,,,,null:,77089061-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 11: 244. 1965 ,,,,,11,pyrenaica,(L.) O.Schwarz,,f,t,,,,,,,Soó@9897-1@1@aut$Schur@9335-1@2@bas,O.Schwarz@0-0@1@aut$L.@0-0@2@bas,,comb. et stat. nov.,,1.3,f,libanotis~pyrenaicahumilis,apiaceaelibanotis~pyrenaicahumilis,,wfo-1200114151,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 244 (1965),IPNI Record: 77367648-1,https://www.ipni.org/n/77367648-1
urn:lsid:ipni.org:names:77367649-1,Apiaceae Libanotis hostiana Schur,(Schur),844235-1,,,11: 244,,,,,,,,,,,,17/08/2025 09:43,18/08/2025 16:11,,,Apiaceae,Libanotis pyrenaica f. hostiana,Libanotis pyrenaica f. hostiana,Libanotis,(Schur) Soó,,f,f,,,,,hostiana,,,,,,,,,,,,,,,,,,,,,,,null:,77089061-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,f.,Acta Bot. Acad. Sci. Hung. 11: 244. 1965 ,,,,,11,pyrenaica,(L.) O.Schwarz,,f,t,,,,,,,Soó@9897-1@1@aut$Schur@9335-1@2@bas,L.@0-0@2@bas$O.Schwarz@0-0@1@aut,,comb. et stat. nov.,,1.3,f,libanotis~pyrenaicahostiana,apiaceaelibanotis~pyrenaicahostiana,,wfo-1200114152,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 244 (1965),IPNI Record: 77367649-1,https://www.ipni.org/n/77367649-1
urn:lsid:ipni.org:names:77367650-1,Apiaceae Ammi daucifolium Scop.,(Scop.),837472-1,,,11: 244,,,,,,,,,,,,17/08/2025 09:46,18/08/2025 16:13,,,Apiaceae,Libanotis pyrenaica subsp. daucifolia,Libanotis pyrenaica subsp. daucifolia,Libanotis,(Scop.) Soó,,f,f,,,,,daucifolia,,,,,,,,,,,,,,,,,,,,,,,null:,77089061-1,Acta Bot. Acad. Sci. Hung.,urn:lsid:ipni.org:publications:4755-2,1965,1965,,Soó,subsp.,Acta Bot. Acad. Sci. Hung. 11: 244. 1965 ,,,,,11,pyrenaica,(L.) O.Schwarz,,f,t,,,,,,,Soó@9897-1@1@aut$Scop.@9384-1@2@bas,O.Schwarz@0-0@1@aut$L.@0-0@2@bas,,comb. et stat. nov.,,1.3,f,libanotis~pyrenaicadaucifolia,apiaceaelibanotis~pyrenaicadaucifolia,,wfo-1200114153,,,,,,,Acta Bot. Acad. Sci. Hung. 11: 244 (1965),IPNI Record: 77367650-1,https://www.ipni.org/n/77367650-1
